Program Name,Cost
program_a4-c10-03,684260860.0
program_a14-c17-05,735933300.0
program_a10-c25-09,508401470.0
program_a8-c14-08,443649600.0
program_a17-c26-03,449474140.0
program_a7-c21-05,445818880.0
program_a20-c28-06,389216540.0
program_a13-c13-06,432217060.0
program_a6-c27-08,384580130.0
program_a5-c11-07,402583580.0
program_a15-c16-01,557333700.0
program_a9-c12-05,401222600.0
program_a1-c24-02,488668830.0
program_a19-c15-03,458850560.0
program_a11-c23-04,410342820.0
program_a22-c18-04,609054460.0
program_a15-c11-08,396091500.0
program_a12-c12-02,643657340.0
program_a2-c15-04,581195460.0
program_a21-c29-02,492108640.0
program_a16-c27-07,400115420.0
program_a6-c20-01,745261440.0
program_a22-c11-08,472653630.0
program_a16-c29-02,645611400.0
program_a21-c27-07,419175870.0
program_a13-c3-05,578730900.0
program_a22-c16-01,724481100.0
program_a5-c4-04,504360770.0
program_a15-c18-04,478545920.0
program_a20-c26-03,594304300.0
program_a17-c28-06,412812400.0
program_a24-c13-06,512317540.0
program_a7-c28-09,414738530.0
program_a23-c17-05,528449000.0
program_a15-c27-09,419208300.0
program_a2-c23-05,505527580.0
program_a12-c24-03,513448700.0
program_a16-c11-06,539195460.0
program_a6-c11-09,440769920.0
program_a5-c27-06,416316740.0
program_a11-c15-05,404506200.0
program_a19-c23-02,511033060.0
program_a3-c6-06,454716300.0
program_a1-c12-03,476206900.0
program_a9-c24-04,393041020.0
program_a8-c22-09,376115460.0
program_a10-c13-08,490719260.0
program_a2-c9-08,667024060.0
program_a23-c28-08,432253470.0
program_a7-c17-04,575644300.0
program_a17-c10-02,535400420.0
program_a3-c22-01,580560450.0
program_a13-c25-07,476774140.0
program_a22-c5-09,632202100.0
program_a3-c25-08,463571000.0
program_a10-c14-01,748801540.0
program_a18-c22-06,418106370.0
program_a14-c21-04,635669060.0
program_a4-c26-02,660213060.0
program_a14-c7-05,684147300.0
program_a4-c28-07,370934370.0
program_a23-c21-04,451601020.0
program_a14-c28-08,365187230.0
program_a20-c10-02,751739970.0
program_a24-c25-07,512710000.0
program_a7-c19-01,618174500.0
program_a3-c8-03,492825300.0
program_a5-c29-03,448365280.0
program_a22-c27-09,383223650.0
program_a6-c18-05,561602240.0
program_a23-c4-02,551119740.0
program_a21-c11-06,415182880.0
program_a19-c7-06,463845280.0
program_a10-c4-04,691183400.0
program_a6-c3-05,721901900.0
program_a6-c30-04,428283970.0
program_a10-c32-05,379100600.0
program_a18-c8-08,536752580.0
program_a11-c2-06,525196480.0
program_a7-c5-07,517429500.0
program_a19-c9-03,583632900.0
program_a2-c26-09,391106300.0
program_a15-c3-02,620590600.0
program_a5-c25-03,506750140.0
program_a15-c22-05,395601660.0
program_a9-c26-01,563144500.0
program_a1-c10-06,432373730.0
program_a3-c4-03,549191900.0
program_a19-c21-07,414463100.0
program_a11-c10-09,398078270.0
program_a9-c21-08,409239330.0
program_a23-c8-02,509271230.0
program_a12-c26-06,421940700.0
program_a16-c13-03,665181500.0
program_a6-c14-05,488640320.0
program_a7-c12-08,382436030.0
program_a8-c27-05,475347900.0
program_a18-c20-03,586593000.0
program_a10-c16-04,501963460.0
program_a4-c24-07,375090240.0
program_a14-c23-01,805889100.0
program_a14-c24-08,370702340.0
program_a17-c12-07,390896220.0
program_a7-c15-01,587967170.0
program_a24-c29-07,409905540.0
program_a13-c27-02,521572200.0
program_a3-c20-04,417989200.0
program_a2-c5-08,711352700.0
program_a23-c24-08,406987330.0
program_a14-c2-09,750817660.0
program_a20-c12-07,473618940.0
program_a13-c29-07,412252670.0
program_a24-c27-02,605515400.0
program_a3-c29-08,420836640.0
program_a22-c9-09,600070660.0
program_a2-c2-01,886515900.0
program_a23-c23-01,546398400.0
program_a10-c18-01,776400830.0
program_a12-c28-03,489739500.0
program_a21-c13-03,491937660.0
program_a23-c6-07,427108160.0
program_a9-c28-04,405254900.0
program_a11-c19-05,427136740.0
program_a22-c22-05,466757380.0
program_a6-c6-09,553248000.0
program_a6-c32-01,670595700.0
program_a11-c31-04,416654800.0
program_a10-c6-01,794561700.0
program_a19-c5-03,594761340.0
program_a7-c9-07,517729630.0
program_a18-c3-01,812030000.0
program_a7-c7-02,578036000.0
program_a18-c4-08,596132200.0
program_a10-c8-04,615186750.0
program_a17-c2-01,625834200.0
program_a18-c30-06,380848400.0
program_a8-c6-02,785566850.0
program_a8-c30-09,369519040.0
program_a1-c2-09,536631520.0
program_a17-c5-08,479051520.0
program_a3-c30-01,547453200.0
program_a21-c9-01,616643400.0
program_a19-c31-02,467976060.0
program_a2-c31-05,419147330.0
program_a9-c7-09,418336930.0
program_a16-c4-03,749335300.0
program_a21-c7-04,489243100.0
program_a8-c8-07,569293000.0
program_a14-c12-09,442313570.0
program_a17-c24-06,391946300.0
program_a3-c16-05,387438100.0
program_a13-c11-03,523252740.0
program_a7-c24-09,388841300.0
program_a10-c20-05,493168670.0
program_a12-c7-02,711165300.0
program_a18-c16-02,615774400.0
program_a8-c11-04,633663900.0
program_a4-c12-06,487365900.0
program_a9-c17-09,513801060.0
program_a11-c26-08,423871940.0
program_a2-c17-01,862255800.0
program_a12-c10-07,497528300.0
program_a6-c22-04,506619970.0
program_a16-c25-02,707254800.0
program_a2-c10-08,530549340.0
program_a15-c14-04,418263300.0
program_a5-c8-04,449143070.0
program_a5-c13-02,526611940.0
program_a11-c21-01,569396800.0
program_a19-c17-06,550078400.0
program_a1-c26-07,399749340.0
program_a22-c14-04,538644600.0
program_a19-c19-03,515303360.0
program_a1-c28-02,482921340.0
program_a5-c6-01,596364100.0
program_a13-c6-09,429561800.0
program_a21-c25-02,541325100.0
program_a2-c19-04,650690600.0
program_a18-c18-07,498711520.0
program_a12-c9-07,605791500.0
program_a8-c18-08,507738460.0
program_a10-c29-09,397422180.0
program_a23-c12-09,399794700.0
program_a20-c24-06,408923330.0
program_a24-c2-07,684089150.0
program_a24-c11-03,623535700.0
program_a23-c15-01,546265900.0
program_a18-c18-06,527508900.0
program_a12-c9-06,622743400.0
program_a24-c11-02,678202940.0
program_a24-c2-06,700030140.0
program_a20-c24-07,384024830.0
program_a3-c18-01,611963970.0
program_a23-c12-08,397821950.0
program_a10-c29-08,403844130.0
program_a8-c18-09,485317120.0
program_a1-c28-03,424348640.0
program_a19-c19-02,561929660.0
program_a13-c1-01,705337000.0
program_a22-c14-05,498459360.0
program_a2-c19-05,601899300.0
program_a21-c25-03,512612800.0
program_a13-c6-08,440528130.0
program_a16-c25-03,651031500.0
program_a6-c22-05,456499840.0
program_a12-c10-06,522917700.0
program_a11-c26-09,427073900.0
program_a9-c17-08,518737730.0
program_a1-c26-06,403835650.0
program_a9-c10-01,594224400.0
program_a19-c17-07,541163970.0
program_a5-c8-05,429839170.0
program_a5-c13-03,485057900.0
program_a15-c14-05,400084000.0
program_a2-c10-09,509529700.0
program_a13-c11-02,573995300.0
program_a3-c16-04,396849300.0
program_a17-c24-07,395470400.0
program_a7-c23-01,588108100.0
program_a14-c12-08,461087170.0
program_a4-c12-07,459624540.0
program_a14-c15-01,808506500.0
program_a8-c11-05,589820300.0
program_a12-c7-03,668639900.0
program_a10-c20-04,539289660.0
program_a18-c16-03,543554050.0
program_a7-c24-08,385761820.0
program_a21-c7-05,466752320.0
program_a8-c8-06,586624400.0
program_a9-c7-08,425973820.0
program_a22-c32-01,677687300.0
program_a16-c4-02,786183940.0
program_a15-c32-01,524830530.0
program_a19-c31-03,421354720.0
program_a2-c31-04,468263460.0
program_a8-c6-03,742277060.0
program_a1-c5-01,673047360.0
program_a18-c30-07,376913820.0
program_a17-c5-09,468428600.0
program_a1-c2-08,549478000.0
program_a8-c30-08,370378200.0
program_a10-c8-05,586416600.0
program_a7-c7-03,538859600.0
program_a18-c4-09,583516200.0
program_a10-c30-01,702584960.0
program_a7-c9-06,529873820.0
program_a6-c6-08,565578560.0
program_a6-c1-01,837919100.0
program_a19-c5-02,621222100.0
program_a11-c31-05,421344900.0
program_a23-c6-06,439400600.0
program_a21-c13-02,533443780.0
program_a12-c28-02,570160800.0
program_a22-c22-04,516068580.0
program_a11-c19-04,450800060.0
program_a9-c28-05,405976480.0
program_a24-c27-03,535415840.0
program_a13-c29-06,414470720.0
program_a20-c12-06,500545280.0
program_a14-c2-08,765947500.0
program_a23-c24-09,410780130.0
program_a2-c5-09,691432960.0
program_a8-c29-01,761359600.0
program_a14-c5-01,875781440.0
program_a22-c9-08,613424960.0
program_a3-c29-09,423013300.0
program_a4-c24-06,396793250.0
program_a18-c20-02,657578500.0
program_a10-c16-05,464373400.0
program_a8-c27-04,524596130.0
program_a7-c12-09,382302560.0
program_a3-c20-05,394712260.0
program_a13-c27-03,466295230.0
program_a24-c29-06,423603780.0
program_a17-c12-06,392790430.0
program_a14-c24-09,360076200.0
program_a19-c21-06,427041730.0
program_a11-c17-01,598957000.0
program_a3-c4-02,583578240.0
program_a1-c10-07,412911870.0
program_a15-c22-04,412659100.0
program_a5-c25-02,535208200.0
program_a15-c3-03,596425700.0
program_a2-c26-08,407967460.0
program_a6-c14-04,529786660.0
program_a16-c13-02,725416300.0
program_a2-c21-01,832686400.0
program_a12-c26-07,402650880.0
program_a23-c8-03,471280930.0
program_a9-c21-09,407057600.0
program_a11-c10-08,400982940.0
program_a19-c9-02,610131100.0
program_a7-c5-06,533117660.0
program_a11-c2-07,512402720.0
program_a10-c32-04,402826460.0
program_a7-c31-01,555272770.0
program_a18-c8-09,529409600.0
program_a6-c3-04,743792900.0
program_a10-c4-05,662348100.0
program_a19-c7-07,448892640.0
program_a6-c30-05,394253150.0
program_a5-c29-02,485781800.0
program_a22-c20-01,750294800.0
program_a3-c8-02,536308640.0
program_a21-c11-07,405102660.0
program_a23-c4-03,520830080.0
program_a6-c18-04,601700000.0
program_a22-c27-08,388069200.0
program_a23-c21-05,433202080.0
program_a4-c28-06,382033470.0
program_a14-c7-04,720612300.0
program_a24-c25-06,526260220.0
program_a20-c10-03,695590600.0
program_a14-c28-09,362326240.0
program_a13-c25-06,485480960.0
program_a22-c2-01,820868300.0
program_a17-c10-03,493121340.0
program_a7-c17-05,561545400.0
program_a23-c28-09,437555400.0
program_a2-c9-09,649924740.0
program_a10-c13-09,475752130.0
program_a8-c22-08,392050050.0
program_a4-c26-03,582008450.0
program_a14-c9-01,860161500.0
program_a14-c21-05,587580900.0
program_a8-c25-01,791618700.0
program_a18-c22-07,392002980.0
program_a3-c25-09,460256100.0
program_a22-c5-08,648342100.0
program_a16-c11-07,508270600.0
program_a6-c16-01,718462340.0
program_a12-c24-02,589937000.0
program_a2-c23-04,558629400.0
program_a15-c27-08,415452480.0
program_a1-c12-02,535598660.0
program_a3-c6-07,439203600.0
program_a9-c24-05,388737340.0
program_a11-c15-04,414309250.0
program_a19-c23-03,453660500.0
program_a5-c27-07,419216000.0
program_a15-c20-01,585712800.0
program_a6-c11-08,461969950.0
program_a24-c13-07,490424060.0
program_a17-c28-07,418634900.0
program_a20-c26-02,671801860.0
program_a23-c17-04,539505700.0
program_a14-c19-01,835008600.0
program_a7-c28-08,409961300.0
program_a21-c27-06,416768500.0
program_a16-c29-03,567523800.0
program_a22-c11-09,451512260.0
program_a15-c18-05,449255740.0
program_a5-c4-05,483285060.0
program_a13-c3-04,600597440.0
program_a22-c18-05,569283460.0
program_a19-c15-02,513066080.0
program_a11-c23-05,402195620.0
program_a9-c12-04,419246900.0
program_a1-c24-03,424403650.0
program_a5-c11-06,411402000.0
program_a6-c27-09,381171400.0
program_a16-c27-06,424605980.0
program_a21-c29-03,453275100.0
program_a2-c15-05,536821440.0
program_a12-c12-03,580106900.0
program_a15-c11-09,392637920.0
program_a14-c17-04,760775900.0
program_a4-c10-02,741837700.0
program_a4-c2-07,743467840.0
program_a18-c14-06,456322140.0
program_a10-c22-01,745740900.0
program_a12-c5-06,658801800.0
program_a23-c19-01,573528770.0
program_a3-c13-08,404396860.0
program_a3-c14-01,580155970.0
program_a13-c13-07,416793950.0
program_a20-c28-07,374461980.0
program_a7-c21-04,472999580.0
program_a17-c26-02,491372800.0
program_a8-c14-09,427333760.0
program_a10-c25-08,516763230.0
program_a1-c9-01,664338370.0
program_a21-c2-09,504226940.0
program_a17-c9-09,479641900.0
program_a22-c30-04,437673020.0
program_a9-c2-04,572962100.0
program_a16-c6-07,602658370.0
program_a20-c3-02,828862460.0
program_a15-c30-04,405829630.0
program_a16-c8-02,732990340.0
program_a3-c32-05,404091680.0
program_a1-c7-04,519667500.0
program_a8-c4-06,670412500.0
program_a18-c32-02,539079400.0
program_a20-c4-09,611469440.0
program_a15-c30-06,410345920.0
program_a5-c30-09,433113280.0
program_a13-c32-08,410558080.0
program_a14-c31-02,633676350.0
program_a1-c7-06,472440160.0
program_a8-c4-04,728085060.0
program_a3-c32-07,416757950.0
program_a21-c5-02,595678140.0
program_a24-c32-08,384049340.0
program_a1-c9-03,600763400.0
program_a23-c31-02,447365660.0
program_a16-c6-05,654304300.0
program_a9-c2-06,541393340.0
program_a22-c30-06,383702340.0
program_a1-c23-08,380708670.0
program_a19-c12-09,383113060.0
program_a2-c15-07,478117150.0
program_a12-c12-01,723432800.0
program_a21-c29-01,557127900.0
program_a6-c20-02,658808000.0
program_a16-c27-04,510325800.0
program_a12-c15-08,413662050.0
program_a15-c16-02,473525100.0
program_a5-c11-04,451641440.0
program_a11-c23-07,402933820.0
program_a1-c24-01,583515460.0
program_a9-c12-06,393033540.0
program_a22-c18-07,507926750.0
program_a4-c17-09,633899300.0
program_a7-c21-06,426593500.0
program_a20-c28-05,419269730.0
program_a3-c14-03,451959230.0
program_a13-c13-05,453813630.0
program_a17-c21-09,407747330.0
program_a23-c19-03,483582980.0
program_a12-c5-04,702950200.0
program_a10-c22-03,577390100.0
program_a18-c14-04,529309280.0
program_a8-c13-02,739251300.0
program_a4-c2-05,777149800.0
program_a14-c17-06,714378560.0
program_a24-c7-08,555185540.0
program_a20-c21-09,457377020.0
program_a14-c19-03,705608450.0
program_a23-c17-06,519877280.0
program_a17-c28-05,407577020.0
program_a24-c13-05,539521500.0
program_a22-c16-02,624245250.0
program_a13-c3-06,558663740.0
program_a15-c18-07,409465920.0
program_a5-c4-07,452860540.0
program_a5-c18-08,396854600.0
program_a16-c29-01,748255000.0
program_a21-c27-04,426466300.0
program_a17-c17-08,513567870.0
program_a8-c25-03,664397630.0
program_a18-c22-05,456429440.0
program_a10-c14-02,662283260.0
program_a4-c26-01,758674370.0
program_a14-c21-07,516424260.0
program_a14-c9-03,788050050.0
program_a4-c21-08,464079230.0
program_a17-c10-01,587148600.0
program_a7-c17-07,541352600.0
program_a22-c2-03,783988740.0
program_a13-c25-04,514824200.0
program_a3-c22-02,504108200.0
program_a21-c18-09,393289400.0
program_a12-c23-09,372739650.0
program_a5-c27-05,416343170.0
program_a15-c20-03,457678620.0
program_a9-c24-07,393325630.0
program_a3-c6-05,474607260.0
program_a19-c23-01,587493600.0
program_a11-c15-06,401368160.0
program_a19-c24-08,386652770.0
program_a1-c15-09,379779140.0
program_a2-c23-06,462569540.0
program_a16-c11-05,575796700.0
program_a6-c16-03,544126300.0
program_a15-c8-08,407141860.0
program_a6-c18-06,527943170.0
program_a21-c11-05,432249250.0
program_a23-c4-01,588180860.0
program_a23-c3-08,479111200.0
program_a16-c18-09,470831070.0
program_a22-c20-03,594860500.0
program_a20-c10-01,811718200.0
program_a24-c25-04,570455700.0
program_a7-c19-02,562384000.0
program_a20-c17-08,655393540.0
program_a4-c28-04,454395520.0
program_a14-c7-06,653302340.0
program_a23-c21-07,416665570.0
program_a7-c31-03,420861950.0
program_a10-c32-06,372742050.0
program_a6-c30-07,376112000.0
program_a16-c30-08,371277220.0
program_a10-c4-07,618156350.0
program_a19-c7-05,483013020.0
program_a6-c3-06,701156700.0
program_a21-c30-08,428084800.0
program_a11-c2-05,539315840.0
program_a7-c5-04,571862850.0
program_a18-c27-09,381961800.0
program_a7-c15-02,513275330.0
program_a17-c12-04,415357280.0
program_a24-c29-04,481812830.0
program_a3-c20-07,378762560.0
program_a13-c27-01,599723600.0
program_a13-c20-08,370840260.0
program_a10-c16-07,416183360.0
program_a8-c27-06,436411230.0
program_a14-c23-02,709388700.0
program_a4-c24-04,482767520.0
program_a3-c3-09,488421500.0
program_a15-c4-08,454101380.0
program_a5-c22-09,399888800.0
program_a23-c8-01,562237630.0
program_a2-c21-03,695094460.0
program_a12-c26-05,451507400.0
program_a6-c14-06,456387520.0
program_a16-c14-09,413419700.0
program_a15-c3-01,646568400.0
program_a15-c22-06,389429000.0
program_a11-c17-03,554105200.0
program_a19-c21-04,473103870.0
program_a1-c10-05,458225920.0
program_a9-c26-02,497646050.0
program_a21-c14-09,395106660.0
program_a11-c19-06,412017700.0
program_a9-c28-07,416296540.0
program_a22-c22-06,427619700.0
program_a1-c19-09,383433250.0
program_a19-c28-08,410878750.0
program_a23-c6-04,477419460.0
program_a24-c20-08,387981220.0
program_a14-c5-03,824466050.0
program_a2-c2-02,868367200.0
program_a23-c23-02,479217950.0
program_a10-c18-02,714150800.0
program_a8-c29-03,581668500.0
program_a20-c12-04,577404160.0
program_a13-c29-04,437655400.0
program_a24-c27-01,697656640.0
program_a7-c9-04,562428350.0
program_a10-c30-03,499121800.0
program_a11-c31-07,433167040.0
program_a10-c6-02,748208800.0
program_a1-c31-08,408424580.0
program_a19-c2-09,523060380.0
program_a6-c32-02,539601200.0
program_a10-c8-07,551633700.0
program_a11-c7-09,412997300.0
program_a18-c3-02,788223000.0
program_a7-c7-01,626506100.0
program_a2-c31-06,389912350.0
program_a12-c31-09,386668220.0
program_a19-c31-01,554858430.0
program_a15-c32-03,401594530.0
program_a21-c9-02,586000200.0
program_a3-c30-02,461766180.0
program_a17-c2-02,604221000.0
program_a18-c30-05,394757000.0
program_a8-c6-01,830461600.0
program_a1-c5-03,613655200.0
program_a8-c8-04,644556000.0
program_a21-c7-07,436295170.0
program_a20-c8-09,547019800.0
program_a22-c32-03,458858530.0
program_a16-c3-09,675096600.0
program_a16-c22-08,382958100.0
program_a5-c13-01,580997060.0
program_a5-c8-07,407955140.0
program_a15-c14-07,388417180.0
program_a9-c10-03,500012860.0
program_a1-c26-04,436007940.0
program_a19-c17-05,561207360.0
program_a11-c21-02,518460540.0
program_a5-c14-08,393908500.0
program_a12-c10-04,589335300.0
program_a2-c17-02,824449660.0
program_a16-c25-01,779578700.0
program_a6-c22-07,391619200.0
program_a13-c16-09,378701120.0
program_a8-c11-07,522795870.0
program_a18-c16-01,716914100.0
program_a10-c20-06,454335680.0
program_a12-c7-01,759990100.0
program_a4-c12-05,521926080.0
program_a14-c15-03,640046300.0
program_a4-c7-09,571252300.0
program_a18-c11-08,461880200.0
program_a17-c24-05,389882750.0
program_a7-c23-03,453511600.0
program_a3-c16-06,384914300.0
program_a3-c18-03,514795940.0
program_a20-c24-05,446458700.0
program_a24-c2-04,734673700.0
program_a24-c16-09,386772480.0
program_a12-c9-04,667184400.0
program_a18-c18-04,600829100.0
program_a23-c15-03,437866140.0
program_a21-c25-01,586088060.0
program_a2-c19-07,524006460.0
program_a21-c22-08,396870880.0
program_a12-c19-08,436063140.0
program_a22-c14-07,442158370.0
program_a1-c28-01,576955140.0
program_a5-c6-02,550906200.0
program_a2-c19-06,560215360.0
program_a5-c6-03,513757100.0
program_a19-c19-01,617410200.0
program_a22-c14-06,466918400.0
program_a12-c19-09,413330020.0
program_a21-c22-09,399501500.0
program_a24-c11-01,741604400.0
program_a24-c2-05,716940800.0
program_a20-c24-04,496587420.0
program_a3-c18-02,558783040.0
program_a23-c15-02,481069900.0
program_a12-c9-05,643046500.0
program_a18-c18-05,560970900.0
program_a24-c16-08,393797980.0
program_a14-c15-02,717868300.0
program_a4-c12-04,565780800.0
program_a10-c20-07,422605380.0
program_a8-c11-06,553355300.0
program_a13-c16-08,377747100.0
program_a3-c16-07,385152860.0
program_a13-c11-01,634728900.0
program_a7-c23-02,511222880.0
program_a17-c24-04,392734140.0
program_a18-c11-09,440805820.0
program_a4-c7-08,584354370.0
program_a19-c17-04,575196160.0
program_a11-c21-03,479381150.0
program_a9-c10-02,542513860.0
program_a1-c26-05,414490660.0
program_a15-c14-06,391681820.0
program_a5-c8-06,416801060.0
program_a16-c22-09,370020060.0
program_a6-c22-06,417932600.0
program_a2-c17-03,791436200.0
program_a12-c10-05,553000600.0
program_a5-c14-09,395123900.0
program_a22-c32-02,548681400.0
program_a16-c4-01,825455600.0
program_a20-c8-08,556098900.0
program_a16-c3-08,692797600.0
program_a8-c8-05,610839940.0
program_a21-c7-06,449462800.0
program_a3-c30-03,418071230.0
program_a21-c9-03,561476030.0
program_a1-c5-02,641870660.0
program_a18-c30-04,428482940.0
program_a17-c2-03,584333950.0
program_a2-c31-07,375270100.0
program_a15-c32-02,433634460.0
program_a12-c31-08,384542620.0
program_a11-c7-08,419312600.0
program_a18-c3-03,764812100.0
program_a10-c8-06,566085700.0
program_a10-c6-03,704796100.0
program_a19-c5-01,650703550.0
program_a11-c31-06,427427070.0
program_a6-c32-03,448654980.0
program_a19-c2-08,534977470.0
program_a1-c31-09,412142820.0
program_a10-c30-02,584999100.0
program_a7-c9-05,544593150.0
program_a8-c29-02,659975700.0
program_a10-c18-03,658042100.0
program_a23-c23-03,433920670.0
program_a2-c2-03,850618750.0
program_a14-c5-02,849768500.0
program_a24-c20-09,375154100.0
program_a13-c29-05,421543740.0
program_a20-c12-05,534158560.0
program_a22-c22-07,399513630.0
program_a9-c28-06,410711700.0
program_a11-c19-07,403591500.0
program_a21-c14-08,394134140.0
program_a21-c13-01,587216900.0
program_a23-c6-05,455825700.0
program_a12-c28-01,678213400.0
program_a19-c28-09,415668700.0
program_a1-c19-08,391119000.0
program_a16-c13-01,793757100.0
program_a6-c14-07,431578460.0
program_a12-c26-04,491888670.0
program_a2-c21-02,761492160.0
program_a5-c22-08,397092320.0
program_a15-c4-09,444491970.0
program_a3-c3-08,502358400.0
program_a3-c4-01,625570100.0
program_a1-c10-04,490998140.0
program_a9-c26-03,454117500.0
program_a11-c17-02,573298600.0
program_a19-c21-05,446111970.0
program_a5-c25-01,580107970.0
program_a15-c22-07,388486300.0
program_a16-c14-08,428883040.0
program_a3-c20-06,383322880.0
program_a24-c29-05,446649500.0
program_a17-c12-05,399462140.0
program_a7-c15-03,458741760.0
program_a18-c27-08,385286660.0
program_a4-c24-05,432258370.0
program_a14-c23-03,624821800.0
program_a8-c27-07,408390460.0
program_a10-c16-06,436341730.0
program_a18-c20-01,743595700.0
program_a13-c20-09,370019000.0
program_a7-c5-05,551176700.0
program_a11-c2-04,554884540.0
program_a19-c9-01,642799200.0
program_a21-c30-09,432484480.0
program_a6-c30-06,380153500.0
program_a6-c3-07,681714940.0
program_a19-c7-04,507471500.0
program_a10-c4-06,638098600.0
program_a16-c30-09,371674430.0
program_a7-c31-02,467861120.0
program_a10-c32-07,372887580.0
program_a7-c19-03,515492030.0
program_a24-c25-05,544829060.0
program_a23-c21-06,422344540.0
program_a14-c7-07,628177300.0
program_a4-c28-05,407737540.0
program_a20-c17-09,642497860.0
program_a21-c11-04,458074050.0
program_a6-c18-07,498988260.0
program_a15-c8-09,401734980.0
program_a5-c29-01,550714700.0
program_a22-c20-02,665594000.0
program_a3-c8-01,596412300.0
program_a16-c18-08,493926180.0
program_a23-c3-09,467048000.0
program_a11-c15-07,401152030.0
program_a9-c24-06,390131000.0
program_a1-c12-01,612634200.0
program_a3-c6-04,499897900.0
program_a15-c20-02,513711230.0
program_a5-c27-04,423433700.0
program_a12-c23-08,379516670.0
program_a21-c18-08,399415900.0
program_a6-c16-02,616774460.0
program_a16-c11-04,619530430.0
program_a2-c23-07,428285280.0
program_a12-c24-01,691738000.0
program_a1-c15-08,380697180.0
program_a19-c24-09,389749020.0
program_a14-c21-06,548427200.0
program_a14-c9-02,822083140.0
program_a18-c22-04,506269470.0
program_a10-c14-03,592137600.0
program_a8-c25-02,720615400.0
program_a17-c17-09,508820700.0
program_a3-c22-03,447526370.0
program_a13-c25-05,497645060.0
program_a22-c2-02,802308000.0
program_a7-c17-06,550336300.0
program_a4-c21-09,443363900.0
program_a5-c4-06,466382300.0
program_a15-c18-06,426370370.0
program_a13-c3-07,540343700.0
program_a22-c16-03,552252300.0
program_a21-c27-05,417736030.0
program_a5-c18-09,391566750.0
program_a23-c17-07,513173800.0
program_a14-c19-02,768426200.0
program_a20-c21-08,478096200.0
program_a24-c7-09,545519900.0
program_a24-c13-04,573701100.0
program_a17-c28-04,405687840.0
program_a20-c26-01,767853100.0
program_a13-c13-04,482893500.0
program_a3-c14-02,505676450.0
program_a20-c28-04,468369440.0
program_a17-c26-01,556213600.0
program_a7-c21-07,413892400.0
program_a4-c17-08,646418300.0
program_a4-c10-01,804247940.0
program_a14-c17-07,695665340.0
program_a4-c2-04,794753340.0
program_a8-c13-03,679641300.0
program_a10-c22-02,653926400.0
program_a12-c5-05,679768500.0
program_a18-c14-05,488394980.0
program_a23-c19-02,524342850.0
program_a17-c21-08,409245630.0
program_a16-c27-05,461452160.0
program_a6-c20-03,587410200.0
program_a2-c15-06,503656060.0
program_a19-c12-08,383204930.0
program_a1-c23-09,381778780.0
program_a22-c18-06,536152670.0
program_a9-c12-07,390192200.0
program_a11-c23-06,401154560.0
program_a19-c15-01,587352060.0
program_a5-c11-05,427024200.0
program_a15-c16-03,422106530.0
program_a12-c15-09,402674340.0
program_a22-c30-07,377916320.0
program_a9-c2-07,527796930.0
program_a16-c6-04,688896640.0
program_a21-c5-03,570701400.0
program_a23-c31-03,420267460.0
program_a1-c9-02,629383200.0
program_a24-c32-09,387545280.0
program_a8-c4-05,697374850.0
program_a1-c7-07,456097660.0
program_a18-c32-01,669322240.0
program_a14-c31-03,537736000.0
program_a13-c32-09,414897200.0
program_a3-c32-06,410695780.0
program_a15-c30-07,415242460.0
program_a16-c8-01,797608200.0
program_a20-c4-08,627084200.0
program_a20-c3-01,851141060.0
program_a5-c30-08,428666850.0
program_a1-c9-06,541649860.0
program_a23-c31-07,434103140.0
program_a21-c5-07,498416640.0
program_a22-c30-03,498874850.0
program_a9-c2-03,591172030.0
program_a20-c3-05,763384600.0
program_a15-c30-03,418622200.0
program_a16-c8-05,601481540.0
program_a8-c3-08,705333200.0
program_a4-c31-08,372596580.0
program_a3-c32-02,433293800.0
program_a14-c31-07,375843900.0
program_a1-c7-03,553079400.0
program_a8-c4-01,836058000.0
program_a18-c32-05,376719330.0
program_a4-c19-09,436495460.0
program_a20-c26-05,489881150.0
program_a24-c14-09,398995680.0
program_a14-c19-06,559398000.0
program_a23-c17-03,553933950.0
program_a16-c29-04,510333100.0
program_a21-c27-01,560337200.0
program_a21-c20-08,384845250.0
program_a22-c16-07,416372000.0
program_a13-c3-03,624300700.0
program_a15-c18-02,558352960.0
program_a5-c4-02,562862850.0
program_a16-c20-08,404374720.0
program_a15-c16-07,386014980.0
program_a5-c11-01,584922400.0
program_a22-c18-02,712685200.0
program_a19-c15-05,403061660.0
program_a11-c23-02,479061060.0
program_a9-c12-03,452347040.0
program_a1-c24-04,390614240.0
program_a5-c16-08,394692130.0
program_a21-c29-04,433858240.0
program_a2-c15-02,719633700.0
program_a12-c12-04,530968220.0
program_a6-c20-07,412722400.0
program_a16-c27-01,752602560.0
program_a13-c14-09,379116060.0
program_a24-c9-08,591028160.0
program_a18-c14-01,740032900.0
program_a12-c5-01,783196500.0
program_a10-c22-06,427510180.0
program_a8-c13-07,533359070.0
program_a23-c19-06,412651460.0
program_a14-c17-03,789378800.0
program_a4-c10-05,591294850.0
program_a4-c5-09,654451140.0
program_a12-c2-08,670494600.0
program_a18-c13-08,479826080.0
program_a7-c21-03,509195620.0
program_a17-c26-05,416582980.0
program_a3-c14-06,390955680.0
program_a21-c16-09,396541250.0
